gene	chr	start	end
C10orf88	10	122930901	122954311
PSTK	10	122954381	122997513
IKZF5	10	122990806	123008826
ACADSB	10	123008972	123058290
HMX3	10	123135970	123139423
HMX2	10	123148136	123150672
BUB3	10	123154395	123170467
GPR26	10	123666355	123697399
CPXM2	10	123706207	123940267
CHST15	10	124007668	124093698
OAT	10	124397298	124419760
NKX1-2	10	124445243	124450035
LHPP	10	124461792	124617888
FAM53B	10	124619292	124744475
FAM53B-AS1	10	124703625	124714776
ZRANB1	10	124942123	124988189
CTBP2	10	124981657	125163006
TEX36	10	125576522	125683163
EDRF1-AS1	10	125707416	125752110
EDRF1	10	125719515	125764143
MMP21	10	125753580	125775913
UROS	10	125784980	125823288
BCCIP	10	125823525	125853695
DHX32	10	125836337	125896514
FANK1	10	125896538	126009595
ADAM12	10	126012381	126388477
LINC00601	10	126412059	126424917
C10orf90	10	126424997	126798708
DOCK1	10	126905397	127452518
FOXI2	10	127737185	127741183
CLRN3	10	127877841	127892947
PTPRE	10	127906805	128085856
MKI67	10	128096659	128126448
LINC01163	10	128181032	128317726
MGMT	10	129466679	129770983
EBF3	10	129835233	129973053
GLRX3	10	130136385	130184521
TCERG1L	10	131092391	131311736
TCERG1L-AS1	10	131094815	131095904
PPP2R2D	10	131900977	131959834
BNIP3	10	131966461	131981984
JAKMIP3	10	132036336	132184858
DPYSL4	10	132186897	132205762
STK32C	10	132207483	132331847
LRRC27	10	132332154	132381508
PWWP2B	10	132397168	132417859
LINC01165	10	132520827	132522449
INPP5A	10	132537772	132783480
NKX6-2	10	132783179	132786147
CFAP46	10	132808392	132942823
LINC01166	10	132943966	132965517
LINC01168	10	132965372	132976354
ADGRA1-AS1	10	133083069	133088491
ADGRA1	10	133087924	133131675
KNDC1	10	133160034	133226412
UTF1	10	133230217	133231558
VENTX	10	133235769	133241929
MIR202HG	10	133246471	133248080
ADAM8	10	133262416	133276909
TUBGCP2	10	133278635	133318823
ZNF511	10	133308899	133313162
CALY	10	133324072	133336980
PRAP1	10	133347196	133354013
FUOM	10	133353952	133358039
ECHS1	10	133362472	133373714
PAOX	10	133379246	133392078
MTG1	10	133394094	133422520
SPRN	10	133420666	133424625
CYP2E1	10	133520406	133561220
SYCE1	10	133553901	133569835
FRG2B	10	133623895	133626795
LINC01001	11	126990	139612
BET1L	11	167784	207399
SCGB1C1	11	193078	194575
RIC8A	11	207499	215113
SIRT3	11	215028	236931
PSMD13	11	236966	252986
NLRP6	11	278407	285388
IFITM5	11	298200	299526
IFITM2	11	303655	309397
IFITM1	11	310041	315273
IFITM3	11	319675	329475
B4GALNT4	11	369457	382117
PKP3	11	392614	404908
SIGIRR	11	405711	417473
ANO9	11	417921	442072
PTDSS2	11	448268	491399
RNH1	11	494510	507300
HRAS	11	532242	537343
LRRC56	11	536841	554925
LMNTD2	11	554850	560738
RASSF7	11	560207	564067
MIR210HG	11	565657	568542
PHRF1	11	576170	612225
IRF7	11	612551	615983
CDHR5	11	616405	626078
SCT	11	626309	627181
DRD4	11	637269	640706
DEAF1	11	644224	707118
EPS8L2	11	694438	727729
TMEM80	11	695591	705028
TALDO1	11	747399	765035
CEND1	11	787115	790113
SLC25A22	11	790474	798316
PANO1	11	797511	799190
PIDD1	11	799179	809753
RPLP2	11	799414	812884
PNPLA2	11	818914	825573
CRACR2B	11	826144	831993
CD151	11	832705	839831
POLR2L	11	837356	842561
TSPAN4	11	840686	867120
CHID1	11	867331	915579
AP2A2	11	924881	1012245
MUC6	11	1012823	1036718
MUC5AC	11	1157953	1201138
MUC5B	11	1223066	1262172
TOLLIP	11	1274371	1310258
BRSK2	11	1389899	1462689
MOB2	11	1469457	1501247
DUSP8	11	1554051	1573076
KRTAP5-AS1	11	1571353	1620791
KRTAP5-2	11	1597177	1598294
KRTAP5-4	11	1620958	1622138
FAM99A	11	1665369	1668955
IFITM10	11	1732406	1750605
CTSD	11	1752752	1764573
SYT8	11	1828307	1837521
TNNI2	11	1838981	1841680
LSP1	11	1850904	1892267
PRR33	11	1888078	1891895
LINC01150	11	1897015	1908656
TNNT3	11	1919456	1938711
MRPL23	11	1947278	1986375
MRPL23-AS1	11	1983237	1989993
LINC01219	11	1988477	1993673
IGF2	11	2129112	2158391
INS-IGF2	11	2132538	2161209
IGF2-AS	11	2140501	2148666
TH	11	2163929	2171968
ASCL2	11	2268498	2270588
C11orf21	11	2295628	2303180
TSPAN32	11	2301990	2318204
CD81-AS1	11	2328749	2377992
CD81	11	2376166	2397802
TSSC4	11	2400488	2403878
TRPM5	11	2404515	2444514
KCNQ1	11	2444654	2849105
KCNQ1OT1	11	2597308	2700003
KCNQ1-AS1	11	2840135	2871662
KCNQ1DN	11	2870033	2872105
CDKN1C	11	2883213	2885775
PHLDA2	11	2928273	2929420
NAP1L4	11	2944429	2992386
OSBPL5	11	3087107	3166739
MRGPRG-AS1	11	3217488	3223132
MRGPRE	11	3225030	3232417
ZNF195	11	3339261	3379222
ART5	11	3638503	3643187
ART1	11	3645115	3668548
CHRNA10	11	3665587	3671384
NUP98	11	3671083	3797792
PGAP2	11	3797724	3826371
RHOG	11	3826978	3840985
STIM1	11	3854527	4093210
RRM1	11	4094707	4138932
RRM1-AS1	11	4137116	4138257
TRIM21	11	4384897	4393747
OR52K2	11	4449295	4450361
OR52K1	11	4482646	4493497
OR52I1	11	4594039	4595013
TRIM68	11	4598672	4608231
OR51E1	11	4643420	4655488
OR51E2	11	4680171	4697854
HBB	11	5225464	5229395
HBD	11	5232678	5243657
HBG1	11	5248269	5249857
HBG2	11	5253188	5505605
HBE1	11	5268345	5505652
OR51B4	11	5301014	5301946
OR51B5	11	5303444	5505652
OR51B2	11	5323359	5324297
OR51B6	11	5351508	5352446
OR51I1	11	5440570	5441514
UBQLNL	11	5514393	5518431
OR52H1	11	5544489	5548540
TRIM6	11	5596109	5612958
TRIM34	11	5619764	5644398
TRIM5	11	5663195	5938619
TRIM22	11	5689610	5737089
OR56B1	11	5736448	5738523
OR52N4	11	5754243	5755958
OR52N5	11	5776165	5783355
OR52N2	11	5808911	5821492
OR56A3	11	5938751	5951347
OR56A5	11	5967553	5968494
CNGA4	11	6234765	6245011
CCKBR	11	6259806	6272127
SMPD1	11	6390414	6394998
APBB1	11	6395111	6419453
HPX	11	6431006	6442617
TRIM3	11	6448613	6474459
ARFIP2	11	6474683	6481479
TIMM10B	11	6481496	6484683
DNHD1	11	6497260	6593758
RRP8	11	6595072	6603616
ILK	11	6603708	6610874
TAF10	11	6606294	6612539
TPP1	11	6612768	6619448
DCHS1	11	6621330	6655809
MRPL17	11	6680385	6683401
OR2D3	11	6921002	6921994
ZNF215	11	6926373	7001004
ZNF214	11	6996671	7020355
NLRP14	11	7020462	7072055
RBMXL2	11	7088998	7091148
SYT9	11	7238778	7469043
OLFML1	11	7485362	7512897
PPFIBP2	11	7513298	7657127
CYB5R2	11	7665097	7677222
OVCH2	11	7689437	7706477
OR5P2	11	7795974	7796942
OR5P3	11	7824818	7830840
EIF3F	11	7970251	8001862
TUB	11	8019244	8106243
RIC3	11	8106056	8169055
LMO1	11	8224309	8268752
STK33	11	8391864	8594292
TRIM66	11	8612037	8682694
RPL27A	11	8682732	8714759
AKIP1	11	8911113	8922406
C11orf16	11	8920076	8933006
ASCL3	11	8937578	8943016
TMEM9B	11	8947202	8965011
TMEM9B-AS1	11	8963410	8977527
NRIP3	11	8965682	9005288
SCUBE2	11	9019476	9138114
DENND5A	11	9138825	9265959
TMEM41B	11	9280654	9314636
IPO7	11	9384626	9448127
ZNF143	11	9460319	9529002
WEE1	11	9573668	9593457
SWAP70	11	9664072	9752993
SBF2-AS1	11	9758267	9811335
SBF2	11	9776776	10304877
ADM	11	10303392	10307397
AMPD3	11	10308162	10507877
RNF141	11	10511673	10541334
LYVE1	11	10556966	10611689
CTR9	11	10751018	10801625
EIF4G2	11	10797050	10808940
ZBED5	11	10812074	10858796
ZBED5-AS1	11	10858179	11062660
GALNT18	11	11270864	11622431
CSNK2A3	11	11351942	11353250
USP47	11	11841423	11961887
DKK3	11	11956207	12009948
MICAL2	11	12094008	12362140
PARVA	11	12377482	12535356
TEAD1	11	12674421	12944737
LINC00958	11	12961541	12989597
RASSF10	11	13009316	13012119
BTBD10	11	13388004	13464029
FAR1	11	13667462	13732367
SPON1	11	13962694	14268133
RRAS2	11	14277922	14364506
COPB1	11	14443357	14500027
PSMA1	11	14504211	14643635
PDE3B	11	14643663	14874614
CYP2R1	11	14877440	14892247
CALCB	11	14904997	15082342
CALCA	11	14966622	14972354
INSC	11	15112424	15247208
SOX6	11	15966449	16739591
C11orf58	11	16613132	16758340
PLEKHA7	11	16777297	17014420
RPS13	11	17074385	17077727
PIK3C2A	11	17077730	17207986
NUCB2	11	17208072	17349980
NCR3LG1	11	17351800	17377341
KCNJ11	11	17365172	17389353
ABCC8	11	17392498	17476894
USH1C	11	17493895	17544416
OTOG	11	17547259	17647150
MYOD1	11	17719571	17722136
KCNC1	11	17734774	17856804
SERGEF	11	17788043	18013047
TPH1	11	18017555	18046269
SAAL1	11	18069935	18106108
MRGPRX4	11	18172837	18174280
SAA4	11	18231344	18236860
SAA2-SAA4	11	18231423	18248635
SAA2	11	18239223	18248668
SAA1	11	18266260	18269977
HPS5	11	18278668	18322523
GTF2H1	11	18322276	18367045
LDHA	11	18394347	18408425
LDHC	11	18412306	18452063
LDHAL6A	11	18455824	18479601
TSG101	11	18468336	18526965
UEVLD	11	18529607	18588747
SPTY2D1	11	18606403	18634791
TMEM86A	11	18693122	18704785
IGSF22	11	18704312	18726230
PTPN5	11	18727928	18792721
MRGPRX2	11	19054455	19060717
ZDHHC13	11	19117099	19177712
CSRP3	11	19176519	19210571
E2F8	11	19224063	19241684
NAV2	11	19350724	20121601
NAV2-AS4	11	19510888	19524083
NAV2-AS3	11	19978699	19981337
NAV2-AS2	11	20029065	20049477
NAV2-AS1	11	20119684	20120632
DBX1	11	20156155	20160475
HTATIP2	11	20355910	20383782
PRMT3	11	20387549	20509350
NELL1	11	20669551	21577711
ANO5	11	21782659	22283567
FANCF	11	22622533	22625823
GAS2	11	22625509	22813803
SVIP	11	22813799	22830299
CCDC179	11	22846922	22860474
LUZP2	11	24496970	25082638
ANO3	11	26188842	26663289
MUC15	11	26559032	26572263
SLC5A12	11	26667020	26723427
FIBIN	11	26994112	26997087
BBOX1	11	27040698	27127810
BBOX1-AS1	11	27046855	27234196
CCDC34	11	27330827	27363248
LGR4	11	27365961	27472821
LIN7C	11	27494418	27506769
BDNF-AS	11	27506808	27698231
LINC00678	11	27604164	27634778
BDNF	11	27654893	27722058
KIF18A	11	28020618	28108183
METTL15	11	28108248	28527041
LINC01616	11	29980113	29982392
KCNA4	11	30009552	30017030
ARL14EP	11	30323104	30338458
MPPED2	11	30384493	30586927
DCDC1	11	30830369	31369810
DNAJC24	11	31369840	31432835
IMMP1L	11	31432399	31509645
ELP4	11	31509755	31790324
PAX6	11	31784779	31817961
PAUPAR	11	31812307	32002405
RCN1	11	32090971	32105722
WT1	11	32387775	32435564
WT1-AS	11	32435324	32500645
EIF3M	11	32583785	32606264
CCDC73	11	32602721	32794662
PRRG4	11	32829675	32858120
QSER1	11	32892811	32993316
DEPDC7	11	33015876	33033582
TCP11L1	11	33039417	33105943
LINC00294	11	33076149	33079454
CSTF3	11	33077188	33162371
HIPK3	11	33256672	33357023
KIAA1549L	11	33376108	33674102
C11orf91	11	33698261	33700826
CD59	11	33703010	33736639
FBXO3	11	33740939	33774543
LMO2	11	33858574	33892076
CAPRIN1	11	34051674	34102610
NAT10	11	34105608	34147670
ABTB2	11	34150987	34358010
CAT	11	34438906	34472061
ELF5	11	34478791	34525193
EHF	11	34617044	34663386
APIP	11	34853094	34916520
PDHX	11	34915829	35020591
CD44	11	35138882	35232402
SLC1A2	11	35251205	35420063
PAMR1	11	35431823	35530300
FJX1	11	35618460	35620865
TRIM44	11	35662537	35818007
LDLRAD3	11	35943981	36232138
COMMD9	11	36269284	36289449
PRR5L	11	36296120	36465209
TRAF6	11	36483769	36510292
RAG1	11	36510372	36593156
RAG2	11	36575574	36598279
LRRC4C	11	40113474	41459773
API5	11	43311955	43344530
TTC17	11	43358920	43494933
HSD17B12	11	43680509	43857741
ALKBH3	11	43880811	43920274
ALKBH3-AS1	11	43909289	43920944
C11orf96	11	43942637	43943878
ACCS	11	44065916	44084241
EXT2	11	44095648	44251962
ALX4	11	44260440	44310139
CD82	11	44564414	44620924
TSPAN18	11	44726322	44932427
TP53I11	11	44885903	44951306
PRDM11	11	45095806	45235110
SYT13	11	45240302	45286341
CHST1	11	45647689	45666096
SLC35C1	11	45804072	45813016
CRY2	11	45847118	45883248
MAPK8IP1	11	45885618	45906470
PEX16	11	45909663	45918812
PHF21A	11	45929319	46121473
CREB3L1	11	46277637	46321422
DGKZ	11	46332905	46380554
MDK	11	46380756	46383837
CHRM4	11	46383589	46391990
AMBRA1	11	46396414	46594125
HARBI1	11	46601439	46617909
ATG13	11	46617251	46674818
ARHGAP1	11	46677075	46700977
ZNF408	11	46701016	46705912
F2	11	46719166	46739822
CKAP5	11	46743048	46846308
LRP4-AS1	11	46846373	46874421
LRP4	11	46856717	46918642
ARFGAP2	11	47164299	47177474
PACSIN3	11	47177520	47187487
DDB2	11	47214457	47239240
ACP2	11	47238400	47249288
NR1H3	11	47248300	47269070
MADD	11	47269161	47330038
MYBPC3	11	47331406	47352702
SPI1	11	47354860	47409369
SLC39A13	11	47407132	47416587
PSMC3	11	47418765	47426488
RAPSN	11	47437762	47449192
CELF1	11	47465933	47565569
NDUFS3	11	47565336	47584565
PTPMT1	11	47565430	47573461
KBTBD4	11	47572197	47578976
FAM180B	11	47586207	47589195
C1QTNF4	11	47589666	47595642
MTCH2	11	47616697	47642698
AGBL2	11	47659591	47715389
FNBP4	11	47716494	47767443
NUP160	11	47778087	47848557
PTPRJ	11	47980425	48170839
PTPRJ-AS1	11	48014406	48015855
OR4B1	11	48216810	48217739
OR4A47	11	48488793	48489722
FOLH1	11	49145092	49208640
TRIM48	11	55262155	55271114
OR4C6	11	55662201	55666195
TRIM51	11	55883297	55891810
OR5M11	11	56542340	56543257
LRRC55	11	57181747	57191717
APLNR	11	57233577	57237250
TNKS1BP1	11	57299630	57325682
SSRP1	11	57325982	57335892
P2RX3	11	57338352	57372404
PRG3	11	57376769	57381150
PRG2	11	57386780	57391143
SLC43A3	11	57406954	57429035
RTN4RL2	11	57460528	57477534
SLC43A1	11	57484064	57515780
TIMM10	11	57528406	57531031
SMTNL1	11	57537595	57550272
UBE2L6	11	57551656	57568284
SERPING1	11	57597387	57619246
YPEL4	11	57645087	57649944
CLP1	11	57648188	57661865
ZDHHC5	11	57667433	57701190
MED19	11	57703710	57712259
TMX2	11	57712562	57742987
TMX2-CTNND1	11	57712582	57818431
BTBD18	11	57743514	57753148
CTNND1	11	57753243	57819546
OR9Q1	11	58023881	58181616
OR5B12	11	58438994	58442236
OR5B21	11	58506807	58508105
LPXN	11	58526871	58578220
ZFP91	11	58578476	58621550
CNTF	11	58622665	58625733
GLYAT	11	58640426	58731974
GLYATL2	11	58834065	58904215
GLYATL1	11	58905398	59043527
FAM111B	11	59107185	59127415
FAM111A	11	59142703	59155042
DTX4	11	59171430	59208588
MPEG1	11	59208510	59213474
OR5AN1	11	59358895	59371714
OR5A1	11	59436469	59451380
OR4D10	11	59473315	59479361
OSBP	11	59574398	59615781
PATL1	11	59636716	59669141
OR10V1	11	59712916	59713845
STX3	11	59713456	59805882
MRPL16	11	59806140	59810779
TCN1	11	59852800	59866489
MS4A3	11	60056587	60071115
MS4A2	11	60088261	60098467
MS4A6A	11	60170074	60184666
MS4A4A	11	60185657	60318080
MS4A4E	11	60200270	60243137
MS4A6E	11	60327251	60396596
MS4A7	11	60378482	60395951
MS4A14	11	60378530	60417756
MS4A5	11	60429572	60455214
MS4A1	11	60455752	60470752
MS4A12	11	60492722	60507535
MS4A13	11	60515392	60542721
LINC00301	11	60615720	60687267
LINC00301	11	60653739	60686983
MS4A8	11	60699585	60715811
MS4A18	11	60724720	60745028
MS4A15	11	60756863	60776733
MS4A10	11	60785333	60801305
CCDC86	11	60842113	60851081
PTGDR2	11	60850933	60855950
ZP1	11	60867542	60875693
PRPF19	11	60890547	60906603
TMEM109	11	60912521	60923443
TMEM132A	11	60924460	60937159
SLC15A3	11	60937060	60952653
CD6	11	60971675	61020377
CD5	11	61102489	61127852
VPS37C	11	61130257	61167355
PGA3	11	61203307	61213098
PGA4	11	61222347	61231694
PGA5	11	61241175	61251444
VWCE	11	61255672	61295334
DDB1	11	61299447	61342596
TKFC	11	61333210	61353295
CYB561A3	11	61348748	61362334
TMEM138	11	61361964	61377890
TMEM216	11	61392393	61398866
CPSF7	11	61402641	61430105
SDHAF2	11	61430042	61446839
LRRC10B	11	61508749	61511018
SYT7	11	61513714	61581167
DAGLA	11	61680391	61747003
MYRF	11	61752593	61788518
TMEM258	11	61768501	61792802
FEN1	11	61792725	61797238
FADS2	11	61792980	61867354
FADS1	11	61799624	61829318
FADS3	11	61873519	61892136
RAB3IL1	11	61897232	61920269
BEST1	11	61950063	61965515
FTH1	11	61959718	61967634
INCENP	11	62123998	62155474
SCGB1D1	11	62190216	62193539
SCGB2A1	11	62208673	62213943
SCGB1D2	11	62242239	62244812
SCGB2A2	11	62270158	62273160
SCGB1D4	11	62296281	62299075
ASRGL1	11	62337439	62393412
SCGB1A1	11	62405103	62423195
AHNAK	11	62433542	62556235
EEF1G	11	62559595	62574086
TUT1	11	62575045	62591637
MTA2	11	62593214	62601865
EML3	11	62602217	62612973
ROM1	11	62611722	62615116
B3GAT3	11	62615296	62622154
GANAB	11	62624824	62646726
INTS5	11	62646848	62653302
C11orf98	11	62662817	62665210
LBHD1	11	62662817	62672267
UQCC3	11	62670273	62673686
UBXN1	11	62676498	62679332
LRRN4CL	11	62686406	62689609
BSCL2	11	62689289	62709845
HNRNPUL2-BSCL2	11	62690275	62727384
GNG3	11	62706400	62712083
HNRNPUL2	11	62712630	62727561
TTC9C	11	62727687	62740293
ZBTB3	11	62748319	62758835
POLR2G	11	62761554	62766715
TAF6L	11	62771307	62787342
TMEM223	11	62771629	62792013
TMEM179B	11	62787387	62790403
NXF1	11	62792123	62806302
STX5	11	62806860	62832051
WDR74	11	62832342	62842228
SLC3A2	11	62855970	62888910
CHRM1	11	62908679	62921877
SLC22A6	11	62936385	62984967
SLC22A8	11	62989154	63017561
SLC22A25	11	63158437	63243599
SLC22A10	11	63268022	63311874
SLC22A9	11	63369725	63410881
LGALS12	11	63506052	63519767
ATL3	11	63624087	63671921
RTN3	11	63681446	63759909
MARK2	11	63838923	63911020
RCOR2	11	63911220	63919787
NAA40	11	63938669	63957319
COX8A	11	63974620	63976543
OTUB1	11	63985853	64001811
MACROD1	11	63998553	64166482
FLRT1	11	64035931	64119173
STIP1	11	64185272	64204548
FERMT3	11	64205926	64223896
TRPT1	11	64223799	64226823
NUDT22	11	64225941	64230686
DNAJC4	11	64230158	64234286
VEGFB	11	64234521	64239264
FKBP2	11	64241003	64244132
PPP1R14B	11	64244478	64246943
PLCB3	11	64251514	64269395
BAD	11	64269828	64291946
GPR137	11	64270062	64289494
KCNK4	11	64291302	64300031
ESRRA	11	64305080	64316744
TRMT112	11	64316460	64318074
PRDX5	11	64318041	64321822
CCDC88B	11	64340204	64357534
RPS6KA4	11	64359142	64372215
SLC22A11	11	64555690	64572875
NRXN2	11	64606174	64723197
RASGRP2	11	64726905	64745456
PYGM	11	64746389	64759974
SF1	11	64764606	64778786
MAP4K2	11	64784918	64803241
MEN1	11	64803510	64811294
CDC42BPG	11	64823051	64844679
EHD1	11	64851642	64888372
MIR194-2HG	11	64888458	64893484
ATG2A	11	64894531	64917245
PPP2R5B	11	64917553	64934480
GPHA2	11	64934471	64935893
BATF2	11	64987945	64997018
ARL2	11	65014144	65024328
SNX15	11	65027437	65040572
SAC3D1	11	65040901	65044828
NAALADL1	11	65044818	65058553
CDCA5	11	65066300	65084164
ZFPL1	11	65084210	65088398
VPS51	11	65089324	65111862
TM7SF2	11	65111845	65116384
ZNHIT2	11	65116403	65117701
FAU	11	65120626	65122221
SYVN1	11	65121780	65135747
MRPL49	11	65122183	65127371
SPDYC	11	65170233	65173374
CAPN1	11	65180566	65212006
POLA2	11	65261913	65305959
CDC42EP2	11	65314834	65322662
DPF2	11	65333821	65354262
TIGD3	11	65354751	65357613
SLC25A45	11	65375192	65384550
FRMD8	11	65386592	65413525
NEAT1	11	65422774	65445540
MALAT1	11	65497606	65508073
SCYL1	11	65525072	65538711
LTBP3	11	65538559	65558930
FAM89B	11	65572349	65574198
EHBP1L1	11	65575943	65592851
KCNK7	11	65592836	65595996
MAP3K11	11	65597755	65615382
SIPA1	11	65638091	65650930
RELA	11	65653599	65663090
KAT5	11	65711996	65719604
RNASEH2C	11	65714005	65720818
AP5B1	11	65773898	65780976
OVOL1	11	65786714	65797219
OVOL1-AS1	11	65789051	65790868
CFL1	11	65823022	65862026
SNX32	11	65833834	65856896
MUS81	11	65857126	65867653
EFEMP2	11	65866441	65878497
CTSW	11	65879809	65883741
FIBP	11	65883740	65888531
CCDC85B	11	65890673	65891635
FOSL1	11	65892049	65900573
C11orf68	11	65916810	65919062
DRAP1	11	65919274	65921563
TSGA10IP	11	65945480	65959966
SART1	11	65961689	65980137
EIF1AD	11	65996545	66002472
BANF1	11	66002228	66004170
CST6	11	66012008	66013505
CATSPER1	11	66016752	66026479
GAL3ST3	11	66040748	66049502
SF3B2	11	66050729	66069308
PACS1	11	66070272	66244744
KLC2	11	66257294	66267860
RAB1B	11	66268590	66277492
CNIH2	11	66278175	66285301
YIF1A	11	66284572	66289184
TMEM151A	11	66291894	66296664
CD248	11	66314494	66317044
RIN1	11	66330241	66336840
BRMS1	11	66337333	66345132
B4GAT1	11	66345374	66347638
SLC29A2	11	66362520	66372476
NPAS4	11	66421035	66426707
MRPL11	11	66435075	66466738
PELI3	11	66466303	66478998
DPP3	11	66479990	66510188
BBS1	11	66510606	66533630
ZDHHC24	11	66520625	66546235
ACTN3	11	66546395	66563334
CTSF	11	66563463	66568879
CCDC87	11	66590176	66593063
CCS	11	66593153	66606019
RBM14	11	66616626	66629934
RBM14-RBM4	11	66616626	66646469
RBM4	11	66638658	66668380
RBM4B	11	66664996	66677925
SPTBN2	11	66682496	66744670
RCE1	11	66842835	66846552
PC	11	66848208	66958524
LRFN4	11	66856546	66860475
C11orf86	11	66975277	66977009
SYT12	11	67006772	67050870
RHOD	11	67056839	67072019
KDM2A	11	67119263	67258082
ANKRD13D	11	67289291	67302486
SSH3	11	67303478	67312607
RAD9A	11	67317871	67398410
POLD4	11	67350772	67356972
CLCF1	11	67364168	67374177
PPP1CA	11	67398179	67421183
TBC1D10C	11	67398454	67410092
CARNS1	11	67414968	67425613
RPS6KB2	11	67428460	67435408
CORO1B	11	67435510	67443821
PTPRCAP	11	67435510	67437682
GPR152	11	67451301	67452729
CABP4	11	67452406	67461752
TMEM134	11	67461710	67469288
AIP	11	67468174	67491154
PITPNM1	11	67491760	67506263
CDK2AP2	11	67506490	67508701
GSTP1	11	67583658	67586659
NDUFV1	11	67605653	67612554
NUDT8	11	67627937	67629937
TBX10	11	67631303	67639763
ACY3	11	67642551	67650900
ALDH3B2	11	67662155	67681224
UNC93B1	11	67991100	68004982
ALDH3B1	11	68008563	68029282
NDUFS8	11	68030617	68036647
TCIRG1	11	68039025	68050895
CHKA	11	68052859	68121444
KMT5B	11	68154863	68213852
C11orf24	11	68261335	68272001
LRP5	11	68312447	68449275
PPP6R3	11	68460475	68615343
GAL	11	68683020	68691205
CPT1A	11	68754620	68844410
MRPL21	11	68891276	68903835
IGHMBP2	11	68903863	68940602
MRGPRF	11	69004376	69014407
MRGPRF-AS1	11	69012283	69018447
TPCN2	11	69048850	69136316
MYEOV	11	69294129	69341682
CCND1	11	69641143	69654474
FGF19	11	69698232	69704660
FGF3	11	69809968	69819416
ANO1	11	69985907	70189530
ANO1-AS1	11	70187788	70188509
FADD	11	70203295	70207395
PPFIA1	11	70270655	70385312
CTTN	11	70398404	70436584
SHANK2	11	70467805	71252844
SHANK2-AS1	11	70626441	70648360
SHANK2-AS3	11	70862790	70865115
DHCR7	11	71428193	71452868
NADSYN1	11	71453109	71524107
KRTAP5-7	11	71527267	71528669
KRTAP5-8	11	71538025	71539209
KRTAP5-9	11	71548420	71549608
KRTAP5-10	11	71565563	71566735
KRTAP5-11	11	71581855	71603353
DEFB108B	11	71833200	71837710
RNF121	11	71929018	71997597
IL18BP	11	71998613	72007315
NUMA1	11	72002860	72080693
LRTOMT	11	72080331	72110782
LAMTOR1	11	72085895	72103297
ANAPC15	11	72106378	72113688
FOLR3	11	72114869	72141085
FOLR1	11	72189558	72196323
FOLR2	11	72216601	72221950
INPPL1	11	72223524	72239184
PHOX2A	11	72239077	72245664
CLPB	11	72285495	72434680
LINC01537	11	72570645	72573229
PDE2A	11	72576141	72674591
ARAP1	11	72683204	72793599
ARAP1-AS1	11	72685075	72693808
ARAP1-AS2	11	72700474	72705607
STARD10	11	72753216	72794047
ATG16L2	11	72814138	72843674
FCHSD2	11	72836742	73142346
P2RY2	11	73216664	73242427
P2RY6	11	73264498	73305103
ARHGEF17	11	73308276	73369388
RELT	11	73376325	73397474
FAM168A	11	73400487	73598189
PLEKHB1	11	73646178	73662819
RAB6A	11	73675638	73761465
MRPL48	11	73787872	73865133
COA4	11	73869846	73876982
PAAF1	11	73876699	73931114
DNAJB13	11	73951014	73970366
UCP2	11	73974061	73983542
UCP3	11	74000277	74009085
C2CD3	11	74012718	74171210
PPME1	11	74171083	74254703
P4HA3	11	74235801	74311685
PGM2L1	11	74330315	74398473
KCNE3	11	74454841	74467743
LIPT2	11	74490519	74493724
POLD3	11	74493851	74669117
CHRDL2	11	74696429	74731426
RNF169	11	74748849	74842413
XRRA1	11	74807739	74949200
SPCS2	11	74949259	74979033
NEU3	11	74984361	75018893
OR2AT4	11	75081753	75096876
SLCO2B1	11	75100563	75206549
TPBGL	11	75240774	75243704
ARRB1	11	75260122	75351791
RPS3	11	75394327	75422280
KLHL35	11	75422394	75433203
GDPD5	11	75434638	75525985
SERPINH1	11	75561564	75572787
MAP6	11	75586916	75669038
MOGAT2	11	75717838	75732963
DGAT2	11	75759512	75801542
UVRAG	11	75815180	76144259
WNT11	11	76186325	76210761
EMSY	11	76444887	76553031
LRRC32	11	76657524	76670868
TSKU	11	76781403	76798157
ACER3	11	76860859	77026797
B3GNT6	11	77034398	77041973
CAPN5	11	77066961	77126155
MYO7A	11	77128245	77215241
GDPD4	11	77216558	77301687
PAK1	11	77321548	77474635
CLNS1A	11	77514936	77637809
AQP11	11	77589391	77611064
RSF1	11	77660009	77820869
AAMDC	11	77821100	77918432
INTS4	11	77874418	77994850
KCTD14	11	78015715	78046191
NDUFC2-KCTD14	11	78016971	78079865
THRSP	11	78063861	78068351
NDUFC2	11	78068297	78081871
ALG8	11	78095244	78139660
KCTD21-AS1	11	78139654	78187685
KCTD21	11	78171245	78188644
USP35	11	78188812	78215232
GAB2	11	78215293	78418348
NARS2	11	78435620	78575194
TENM4	11	78652829	79441030
MIR4300HG	11	81821272	82718299
FAM181B	11	82729940	82733864
PRCP	11	82822936	82970584
DDIAS	11	82899975	82958277
RAB30	11	82973133	83071923
PCF11	11	83156988	83187451
PCF11-AS1	11	83185521	83187036
ANKRD42	11	83193712	83260694
CCDC90B	11	83259081	83286390
DLG2	11	83455012	85628335
TMEM126B	11	85628573	85636539
TMEM126A	11	85647956	85656547
CREBZF	11	85657742	85682908
CCDC89	11	85683848	85686195
SYTL2	11	85694224	85811182
CCDC83	11	85855101	85920021
PICALM	11	85957171	86069882
EED	11	86201212	86279807
